,Name,RAT,VER,Price,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Weight,Height,Pos,AttackWorkRate,DefenseWorkRate
210,Emmanuel Petit,95,Shapeshifters ICON  Controlled,30.5K,3,5,86,80,87,86,96,97,834,532,2541,79.0,185,CB,H,H
211,Emmanuel Petit,95,Shapeshifters ICON  Controlled,27K,5,3,93,90,95,97,77,84,663,536,2566,79.0,185,CAM,H,H
212,Clarence Seedorf,95,Shapeshifters ICON  Lengthy,29.5K,4,5,88,85,96,92,94,96,1011,551,2641,78.0,176,CDM,M,H
213,Luís Figo,95,Shapeshifters ICON  Controlled,28K,4,5,93,87,96,94,94,89,628,553,2651,75.0,180,CM,M,H
214,Luís Figo,95,Shapeshifters ICON  Controlled,25K,5,4,95,96,90,95,44,84,677,504,2417,75.0,180,ST,H,L
215,Harry Maguire,95,Shapeshifters  Lengthy,19.75K,5,4,94,96,84,95,66,94,3900,529,2511,100.0,194,ST,H,M
216,Lukas Klostermann,95,Shapeshifters  Lengthy,54K,5,4,96,81,93,93,91,96,680,550,2563,88.0,189,LB,M,H
217,Gianfranco Zola,95,Shapeshifters ICON  Controlled,0,5,4,93,95,94,96,60,84,3724,522,2517,67.0,168,CAM,H,M
218,Dušan Vlahovic,95,Level Up Premium Obj  Controlled,0,4,5,92,94,85,94,40,89,277,494,2361,75.0,190,ST,H,M
219,Raheem Sterling,95,Level Up Obj  Controlled,0,4,5,97,92,91,96,70,87,1023,533,2525,69.0,170,RW,H,M
220,Enzo Fernández,95,Level Up Obj  Controlled,0,3,5,91,88,93,94,90,95,179,551,2649,77.0,180,CM,H,H
221,Alphonso Davies,95,Level Up Obj  Controlled,0,5,5,99,80,92,94,88,88,397,541,2549,77.0,185,LB,H,H
222,Raphaël Varane,95,Level Up  Lengthy,1.67M,2,4,91,60,75,84,96,94,308,500,2304,81.0,191,CB,M,H
223,Ryan Kent,95,Explosive,0,5,5,98,90,90,95,58,80,1191,511,2409,65.0,172,RW,H,M
224,Ismaël Bennacer,95,Futties  Explosive,30.5K,4,5,93,86,94,99,93,91,530,556,2679,70.0,175,CM,H,H
225,Tim Cahill,95,Futties Hero  Controlled,0,4,5,95,96,88,94,73,97,189,543,2612,76.0,178,ST,H,M
226,Kolo Muani,95,Futties SBC  Controlled,82.25K,4,5,98,92,92,96,55,83,201,516,2455,73.0,187,ST,H,M
227,Xherdan Shaqiri,95,Futties Premium SBC  Controlled,103.65K,5,5,93,92,92,99,59,87,2480,522,2519,72.0,169,CAM,H,M
228,Luis Muriel,95,Futties Premium  Controlled,0,5,5,99,93,90,97,43,81,1014,503,2418,79.0,179,ST,H,M
229,Lorenzo Insigne,95,Futties Premium  Explosive,24.5K,5,5,97,92,94,97,48,61,783,489,2392,59.0,163,LW,H,M
230,Denzel Dumfries,95,Futties  Lengthy,35K,4,4,96,82,88,91,91,99,599,547,2564,80.0,188,RWB,H,H
231,Diego Forlán,95,Futties Hero  Controlled,22.5K,4,5,94,98,88,95,63,86,881,524,2537,75.0,180,ST,H,H
232,Lukas Podolski,95,Futties Premium SBC  Controlled,180.75K,5,5,92,99,90,94,57,92,1654,524,2544,88.0,183,ST,H,L
233,Ahmed Musa,95,Futties Premium  Explosive,0,5,4,99,92,88,94,50,78,505,501,2420,66.0,171,RW,H,M
234,Rúben Neves,95,Futties Premium  Controlled,24K,4,5,93,91,99,94,91,93,512,561,2695,80.0,180,CM,H,H
235,Diego Carlos,95,Futties  Lengthy,40K,3,5,92,60,85,84,95,95,665,511,2417,86.0,185,CB,M,H
236,Capdevila,95,Futties Hero  Controlled,0,4,5,96,86,92,92,95,92,1337,553,2654,79.0,182,LB,H,M
237,Paul Scholes,95,Cover Star Icon Obj  Controlled,0,4,5,93,94,96,92,92,93,1456,560,2699,71.0,171,CM,M,M
238,Xavi Simons,95,Futties Premium  Explosive,19.5K,5,5,97,92,92,98,82,88,639,549,2616,58.0,168,RW,M,H
239,Cody Gakpo,95,Futties Obj  Controlled,0,5,4,96,95,95,95,53,93,503,527,2516,76.0,189,LW,H,M
240,Park Ji-sung,95,Futties Hero  Controlled,19.75K,4,5,93,90,96,96,90,92,866,557,2674,73.0,178,CM,H,H
241,Nani,95,Futties Premium  Controlled,0,5,5,96,93,92,95,47,90,860,513,2462,72.0,177,LM,H,M
242,Angel Gomes,95,Futties SBC  Controlled,47.6K,5,4,97,94,94,95,59,91,-203,530,2545,56.0,168,LW,H,M
243,Quinten Timber,95,Futties Premium SBC  Controlled,46.7K,4,5,93,89,99,93,93,93,72,560,2690,71.0,179,CM,H,H
244,Dries Mertens,95,Futties Premium  Explosive,19.5K,5,5,96,95,93,98,44,80,293,506,2456,61.0,169,CAM,H,M
245,Mohammed Salisu,95,Futties Premium  Lengthy,0,2,5,90,54,71,77,97,98,95,487,2246,85.0,191,CB,M,H
246,Radamel Falcao,95,Futties Premium  Controlled,21K,4,5,95,96,91,94,60,96,287,532,2570,72.0,177,ST,H,M
247,Javier Mascherano,95,Futties Hero  Controlled,20K,4,5,91,67,92,91,97,94,396,532,2548,73.0,174,CDM,L,H
248,Jeremie Frimpong,95,Futties Premium SBC  Explosive,85.05K,4,4,99,80,90,99,91,90,657,549,2586,63.0,171,RB,H,H
249,Khéphren Thuram,95,Futties Premium SBC  Controlled,221.15K,5,4,95,92,91,99,93,94,2253,564,2670,81.0,192,CM,H,H
250,Ferenc Puskás,94,Icon  Controlled,108K,4,3,91,96,91,92,46,76,2882,492,2396,72.0,172,CF,H,M
251,Johan Cruyff,94,Icon  Explosive,0,5,5,91,92,91,94,42,73,2969,483,2339,71.0,180,CF,H,L
252,Lev Yashin,94,Icon  Controlled,289K,1,3,95,89,75,96,60,95,1783,510,1320,82.0,189,GK,M,M
253,Mané Garrincha,94,Icon  Explosive,150K,5,4,90,87,94,96,41,68,1502,476,2301,72.0,169,RW,M,L
254,Paolo Maldini,94,Icon  Lengthy,219K,2,4,86,56,75,69,96,83,2137,465,2140,83.0,186,CB,M,H
255,Ronaldinho,94,Icon  Controlled,1.4M,5,4,92,90,91,95,37,81,2968,486,2328,78.0,180,LW,H,L
256,Ronaldo,94,Icon  Controlled,630K,5,5,93,93,80,93,46,80,4078,485,2321,82.0,183,ST,M,L
257,Zinedine Zidane,94,Icon  Lengthy,209K,5,5,82,90,93,92,72,83,3499,512,2474,82.0,185,CAM,M,M
258,Müller,94,Icon  Controlled,109K,4,4,88,94,77,88,43,76,1051,466,2287,,176,ST,H,M
259,Robert Lewandowski,94,OTW  Controlled,70K,4,4,81,94,83,89,49,86,1723,482,2351,81.0,185,ST,H,M
260,Lionel Messi,94,Champions League  Explosive,421K,4,4,85,92,94,97,37,69,2027,474,2337,67.0,169,RW,L,L
261,Lionel Messi,94,World Cup TOTT  Explosive,0,4,4,86,93,94,97,37,70,3893,477,2347,67.0,169,CF,H,L
262,Kylian Mbappé,94,World Cup TOTT  Controlled,2.23M,5,4,99,92,85,95,40,82,1224,493,2338,73.0,182,LW,H,L
263,Achraf Hakimi,94,TOTY  Controlled,0,4,4,99,81,90,91,90,91,2188,542,2580,73.0,181,RB,H,M
264,Éder Militão,94,TOTY  Controlled,106K,2,3,90,60,81,83,95,92,1592,501,2362,78.0,186,CB,M,M
265,Theo Hernández,94,TOTY  Controlled,140K,3,3,98,80,88,90,88,92,3052,536,2514,81.0,184,LB,H,M
266,David Beckham,94,TOTY Icon  Controlled,80.5K,4,4,91,88,96,91,70,83,2268,519,2528,74.0,182,RM,H,H
267,Ruud Gullit,94,TOTY Icon  Controlled,0,4,5,87,93,93,90,84,91,2392,538,2613,88.0,191,CF,H,M
268,Alessandro Nesta,94,TOTY Icon  Lengthy,120K,2,3,80,46,71,73,95,90,1270,455,2096,80.0,187,CB,M,H
269,Alexis Sánchez,94,Fantasy  Controlled,25K,4,4,92,92,93,98,58,86,4070,519,2518,62.0,168,CF,H,M
270,George Best,94,Explosive,89.5K,5,4,94,92,85,95,60,73,1788,499,2409,65.0,175,RW,M,M
271,Lothar Matthäus,94,Controlled,73K,3,5,90,90,92,84,91,86,1410,533,2585,71.0,174,CM,H,H
272,Éric Cantona,94,Controlled,74K,5,5,89,93,92,93,53,93,1687,513,2492,89.0,188,CF,H,M
273,Eusébio,94,Explosive,0,5,5,94,94,87,94,46,80,1564,495,2419,76.0,175,CF,H,M
274,Kevin De Bruyne,94,TIF  Controlled,41K,4,5,79,91,96,90,70,81,737,507,2444,70.0,181,CM,H,H
275,Dennis Bergkamp,94,Trophy Titans - ICON  Controlled,18K,5,4,88,94,88,93,39,82,1446,484,2359,78.0,183,CF,M,M
276,Fernando Torres,94,Trophy Titans - ICON  Controlled,19.25K,4,5,95,92,82,91,48,80,1839,488,2341,78.0,186,ST,H,M
277,Steven Gerrard,94,Trophy Titans - ICON  Controlled,25.5K,3,5,82,93,93,89,80,87,806,524,2522,83.0,183,CM,H,M
278,Michael Owen,94,Trophy Titans - ICON  Explosive,18.5K,5,4,93,92,77,91,37,74,797,464,2262,70.0,173,ST,M,M
279,Kenny Dalglish,94,Trophy Titans - ICON  Explosive,37.5K,5,5,92,94,79,92,43,76,1365,476,2321,73.0,173,ST,H,M
280,Frank Lampard,94,Trophy Titans - ICON  Controlled,30K,4,4,85,93,91,90,80,89,766,528,2526,89.0,184,CM,H,M
281,Casemiro,94,TOTS  Lengthy,27K,3,4,84,80,82,80,92,97,1983,515,2453,84.0,185,CDM,M,H
282,Heung Min Son,94,TOTS Moments  Controlled,23.75K,4,5,93,95,89,92,47,77,1838,493,2356,78.0,183,LW,H,M
283,Raphaël Varane,94,TOTS Moments  Lengthy,23K,2,4,90,58,73,82,95,93,1783,491,2258,81.0,191,CB,M,H
284,Chuba Akpom,94,TOTS  Controlled,18.5K,3,5,94,95,82,93,50,95,690,509,2409,81.0,186,CAM,H,L
285,Josh Brownhill,94,TOTS  Controlled,24.25K,3,5,86,83,92,94,90,90,537,535,2560,69.0,180,CAM,M,H
286,Moussa Diaby,94,TOTS  Explosive,27K,5,3,99,89,90,98,54,75,2681,505,2383,68.0,170,RW,H,L
287,Antoine Griezmann,94,TOTS  Explosive,20K,5,4,95,92,93,94,72,88,1852,534,2620,73.0,176,ST,H,M
288,ter Stegen,94,TOTS  Controlled,29K,1,4,92,91,94,96,53,91,1412,517,1092,85.0,187,GK,M,M
289,Hany Mukhtar,94,TOTS  Explosive,18.5K,4,5,95,94,91,93,61,82,433,516,2480,71.0,173,CF,H,M
290,Wissam Ben Yedder,94,TOTS  Explosive,26.5K,4,5,92,94,90,98,50,80,1179,504,2465,68.0,170,ST,H,L
291,Facundo Medina,94,TOTS  Lengthy,29K,3,3,88,55,80,90,92,93,905,498,2329,77.0,184,CB,M,H
292,Jonathan David,94,TOTS  Controlled,29.75K,4,5,95,95,88,93,50,88,2595,509,2411,77.0,180,ST,H,H
293,Marco Verratti,94,TOTS  Explosive,18K,4,5,90,78,96,99,88,85,1482,536,2603,60.0,165,CM,M,H
294,Theo Hernández,94,TOTS  Controlled,37.25K,3,3,99,80,90,90,90,91,1474,540,2531,81.0,184,LB,H,M
295,Adrien Rabiot,94,TOTS  Controlled,30K,4,5,90,90,92,95,91,93,1141,551,2604,80.0,192,CM,M,M
296,Chris Smalling,94,TOTS  Lengthy,28K,2,3,90,60,72,75,93,95,1466,485,2236,81.0,194,CB,M,H
297,Phil Foden,94,ShowDown SBC  Explosive,632.65K,4,4,93,90,92,97,66,74,-2780,512,2432,69.0,171,LW,H,H
298,Pedro Gonçalves,94,TOTS  Explosive,18.5K,5,4,93,94,94,97,71,78,748,527,2520,77.0,173,LW,H,M
299,ter Stegen,94,Award Winner  Controlled,0,1,4,92,91,94,96,53,91,230,517,1092,85.0,187,GK,M,M
300,Davidson,94,TOTS  Explosive,19.75K,4,5,96,91,87,95,56,90,186,515,2479,63.0,177,LW,H,M
301,Kaká,94,SBC  Controlled,300.35K,5,4,94,89,92,96,47,76,-1506,494,2360,78.0,186,CAM,H,M
302,Przemyslaw Frankowski,94,Shapeshifter Premium  Controlled,22.5K,5,3,98,93,90,96,70,86,1372,533,2508,70.0,175,RM,H,M
303,Sheraldo Becker,94,Shapeshifter Premium  Lengthy,17.75K,4,4,91,70,77,80,94,93,1128,505,2364,77.0,180,CB,M,H
304,Eric Bailly,94,Shapeshifters  Lengthy,18.5K,3,5,88,70,90,88,95,94,574,525,2532,77.0,186,CDM,M,H
305,Gianluca Zambrotta,94,Shapeshifters ICON  Controlled,196.05K,4,5,90,89,94,94,92,91,6640,550,2656,75.0,181,CM,H,H
306,Vitinha,94,Shapeshifters  Explosive,194.1K,5,4,95,93,90,92,68,85,4786,523,2489,65.0,173,ST,H,M
307,Gift Links,94,Shapeshifter Premium  Explosive,0,4,4,95,90,99,94,64,84,5154,526,2517,64.0,170,LW,H,M
308,Samuel Umtiti,94,Shapeshifters SBC  Controlled,220.45K,5,4,97,92,88,93,64,92,1058,526,2513,75.0,182,LW,H,M
309,Manuel Neuer,94,Shapeshifters  Lengthy,31.25K,5,4,94,96,87,94,60,96,2760,527,2521,93.0,193,ST,H,M
310,Richarlison,94,Shapeshifters  Controlled,30K,5,5,94,90,92,95,66,91,721,528,2538,71.0,181,RW,H,M
311,Petr Cech,94,Shapesh. ICON SBC  Lengthy,96.25K,5,4,92,95,90,94,70,94,6128,535,2588,90.0,196,ST,H,M
312,Levi Lumeka,94,Shapeshifters  Controlled,0,4,4,94,94,90,93,61,89,830,521,2486,71.0,170,CAM,H,M
313,Trent Alexander-Arnold,94,Shapeshifters SBC  Controlled,507.8K,5,4,95,94,93,94,70,89,149,535,2552,69.0,180,ST,H,M
314,Jérôme Roussillon,94,Shapeshifters  Controlled,27.5K,5,4,98,82,88,93,89,89,505,539,2541,80.0,175,RB,H,H
315,Mario Götze,94,Shapeshifter Premium  Explosive,20K,5,4,94,88,93,97,75,83,1032,530,2540,72.0,176,RW,H,M
316,Lisandro Martínez,94,Shapeshifters SBC  Controlled,183.9K,5,4,95,91,92,94,78,86,1398,536,2563,77.0,178,RW,H,H
317,Kyle Walker,94,Shapeshifters  Lengthy,0,5,4,92,92,90,96,94,92,6325,556,2286,83.0,183,GK,H,H
318,Marcos Acuña,94,Flashback SBC  Controlled,138.85K,4,5,92,88,93,95,91,92,2307,551,2628,69.0,172,CM,H,H
319,Hakan Çalhanoglu,94,Level Up  Controlled,0,4,4,92,89,96,93,88,87,276,545,2600,76.0,178,CM,H,H
320,Jesús Corona,94,Level Up Obj  Explosive,0,5,5,93,87,90,95,82,75,252,522,2551,66.0,173,RW,H,M
321,Renato Sanches,94,Level Up Obj  Controlled,0,5,4,95,92,92,97,88,97,345,561,2673,70.0,176,CM,H,H
322,Cavani,94,Level Up  Controlled,30K,4,4,91,95,84,93,63,88,422,514,2504,77.0,185,ST,H,H
323,Téji Savanier,94,Level Up Obj  Controlled,0,5,5,91,91,95,94,84,87,986,542,2588,69.0,172,CAM,H,M
324,Aubameyang,94,Flashback SBC  Controlled,452.4K,5,4,97,94,88,93,45,87,1108,504,2452,80.0,187,ST,H,L
325,Alexis Mac Allister,94,Player Moments SBC  Controlled,300.05K,5,4,90,92,95,93,86,88,1294,544,2617,72.0,176,CAM,H,M
326,Caio Henrique,94,Level Up Premium  Controlled,0,5,4,95,75,92,93,90,83,252,528,2526,70.0,179,LB,H,H
327,Domenico Berardi,94,Level Up Premium  Controlled,0,5,5,93,93,90,94,70,85,248,525,2520,72.0,183,RM,H,M
328,Aurélien Tchouaméni,94,Level Up  Controlled,269K,3,4,92,82,91,90,92,94,412,541,2529,81.0,187,CDM,M,H
329,Raúl Jiménez,94,Level Up  Controlled,0,4,5,94,94,90,93,62,96,45,529,2524,81.0,188,ST,H,H
330,Gabriel Martinelli,94,Level Up  Explosive,290K,4,4,98,89,89,97,69,88,210,530,2506,75.0,178,LM,H,H
331,Raúl Jiménez,94,Level Up  Controlled,0,4,5,94,94,90,93,62,96,364,529,2524,81.0,188,ST,H,H
332,Raúl Jiménez,94,Level Up  Controlled,0,4,5,94,94,90,93,62,96,121,529,2524,81.0,188,ST,H,H
333,Ferrán Torres,94,Level Up  Controlled,0,5,4,95,92,93,98,47,83,619,508,2447,77.0,184,ST,H,M
334,Jamie Vardy,94,Flashback SBC  Controlled,263.2K,4,5,94,96,89,92,70,90,1187,531,2582,74.0,179,ST,H,M
335,Gedson Fernandes,94,Futties Premium  Controlled,24.25K,4,5,95,88,90,94,90,90,442,547,2586,71.0,181,CM,H,H
336,Tajon Buchanan,94,Futties Premium  Controlled,0,5,4,99,90,92,93,86,89,1467,549,2600,69.0,183,RM,H,H
337,Ivan Perišic,94,Futties SBC  Controlled,75.7K,4,5,93,92,95,95,88,92,-451,555,2674,80.0,186,CAM,H,H
338,Javier Hernández,94,Futties Premium SBC  Controlled,55.2K,4,5,96,95,84,92,50,85,-404,502,2436,73.0,175,ST,H,M
339,Aderllan de Jesus Santos,94,Futties Premium Obj  Lengthy,0,2,4,94,63,80,83,95,94,356,509,2396,86.0,193,CB,M,H
340,Jesper Karlsson,94,Futties Premium Obj  Controlled,0,5,4,96,94,93,95,48,92,213,518,2515,70.0,171,LW,H,L
341,Thomas Delaney,94,Futties Premium Obj  Controlled,0,4,5,93,87,93,91,94,96,130,554,2668,79.0,182,CDM,L,H
342,Toby Savin,94,Futties Premium  Controlled,0,1,3,94,95,93,96,70,97,433,545,968,84.0,194,GK,M,M
343,Bruma,94,Futties Premium  Explosive,0,5,4,99,90,90,99,50,81,99,509,2476,70.0,173,LW,H,L
344,Jaheim Headley,94,Futties Premium  Controlled,0,4,4,99,80,87,94,87,97,-350,544,2496,65.0,175,LWB,H,H
345,Carlos Alberto Torres,93,Icon  Controlled,150K,3,4,90,66,81,86,90,87,3550,500,2324,76.0,180,RB,H,M
346,Éric Cantona,93,Icon  Controlled,121K,5,4,89,93,90,93,53,92,1859,510,2476,89.0,188,CF,H,M
347,Eusébio,93,Icon  Explosive,110K,4,5,94,94,86,93,45,79,2187,491,2398,76.0,175,CF,H,M
348,Franco Baresi,93,Icon  Controlled,70.5K,2,3,70,49,76,72,95,82,-81,444,2131,70.0,176,CB,M,H
349,George Best,93,Icon  Explosive,79.5K,4,4,93,91,84,94,58,71,1472,491,2370,65.0,175,RW,M,M
350,Lothar Matthäus,93,Icon  Controlled,100K,3,4,89,89,90,82,90,85,688,525,2544,71.0,174,CM,H,H
351,Marco van Basten,93,Icon  Controlled,110K,3,4,83,94,76,89,39,75,244,456,2231,78.0,188,ST,M,M
352,Roberto Baggio,93,Icon  Explosive,0,5,4,86,84,92,92,40,61,591,455,2217,73.0,174,CAM,M,L
353,Ruud Gullit,93,Icon  Controlled,490K,4,5,86,91,91,89,82,90,2372,529,2566,88.0,191,CF,H,M
354,Thierry Henry,93,Icon  Controlled,120K,4,4,94,91,83,90,53,80,1724,491,2332,83.0,188,ST,M,M
355,Xavier Hernández,93,Icon  Explosive,111K,4,3,81,80,95,93,72,72,1718,493,2391,67.0,170,CM,H,H
356,Kylian Mbappé,93,Road to World Cup  Controlled,1.27M,5,4,98,91,84,94,39,80,-691,486,2306,73.0,182,ST,H,L
357,Mané Garrincha,93,World Cup ICON  Explosive,320K,5,4,90,87,93,95,41,68,738,474,2295,72.0,169,RW,M,L
358,Kevin De Bruyne,93,Winter Wildcards  Lengthy,0,4,5,77,90,95,90,67,99,1156,518,2486,70.0,181,CM,H,H
359,Marcos Cafú,93,Icon  Controlled,0,4,3,92,58,85,88,91,86,876,500,2365,,176,RWB,H,M
360,Mohamed Salah,93,FUT Centurions  Controlled,59.5K,4,3,93,92,87,93,51,80,-54,496,2378,71.0,175,RW,H,M
361,Javier Zanetti,93,TOTY Icon  Controlled,68K,3,4,90,66,90,86,90,84,1513,506,2382,75.0,178,RB,H,H
362,Andrea Pirlo,93,TOTY Icon  Explosive,112K,5,4,82,84,96,93,75,75,2030,505,2466,67.0,177,CM,M,M
363,Hugo Sánchez,93,TOTY Icon SBC  Explosive,674.6K,4,4,93,94,84,92,45,78,7074,486,2363,73.0,176,ST,H,M
364,Gareth Bale,93,Premium SBC  Controlled,114.25K,4,4,91,93,92,90,72,86,14473,524,2555,82.0,185,RW,H,M
365,Sadio Mané,93,Flashback SBC  Explosive,705.2K,4,4,94,88,86,92,49,83,4016,492,2366,69.0,174,LW,H,M
366,Kevin De Bruyne,93,SIF  Controlled,42.5K,4,5,77,90,95,89,68,80,536,499,2407,70.0,181,CM,H,H
367,Abedi Pelé,93,Fantasy Hero  Explosive,29.75K,4,4,95,87,91,95,53,70,1133,491,2390,67.0,174,CAM,M,M
368,Mohamed Salah,93,TIF  Controlled,35K,4,3,93,92,86,93,51,80,750,495,2372,71.0,175,RW,H,M
369,Rúben Dias,93,Fantasy  Lengthy,26.25K,2,4,85,44,77,79,94,94,1341,473,2216,82.0,187,CB,M,H
370,Jean-Pierre Papin,93,Fantasy Hero  Controlled,18.75K,3,4,88,97,77,88,49,81,69,480,2345,72.0,176,ST,H,M
371,Kylian Mbappé,93,Ligue 1 POTM SBC  Controlled,4.86M,5,4,98,91,85,94,39,80,-20579,487,2310,73.0,182,ST,H,L
372,Bernardo Silva,93,FUT Birthday  Explosive,0,4,5,86,84,90,97,69,76,812,502,2410,64.0,173,CAM,H,H
373,Jairzinho,93,Controlled,0,5,5,94,92,88,93,52,77,-209,496,2381,,173,RW,H,H
374,Rivaldo,93,Controlled,863K,4,5,90,92,89,93,45,79,2980,488,2370,75.0,186,LW,M,L
375,Kaká,93,Controlled,137K,5,5,92,88,90,94,46,75,2238,485,2324,78.0,186,CAM,H,M
376,Patrick Kluivert,93,Controlled,83K,4,5,90,90,81,85,43,84,772,473,2289,81.0,188,ST,H,L
377,Roy Keane,93,Trophy Titans - ICON  Lengthy,216.8K,3,4,83,74,88,87,93,93,7442,518,2462,76.0,180,CM,M,H
378,Dennis Bergkamp,93,Trophy Titans - ICON  Controlled,0,4,4,86,93,87,91,38,80,849,475,2314,78.0,183,CF,M,M
379,Miroslav Klose,93,Trophy Titans - ICON  Controlled,34K,4,5,90,90,78,85,43,82,827,468,2270,74.0,184,ST,H,M
380,Iker Casillas,93,Trophy Titans - ICON  Controlled,22.5K,1,3,94,91,87,96,62,92,1641,522,1359,0.0,185,GK,M,M
381,Philipp Lahm,93,Trophy Titans - ICON  Explosive,0,4,3,89,74,90,89,93,76,1064,511,2474,65.0,170,RB,H,H
382,Mesut Özil,93,Premium SBC  Controlled,127.25K,5,4,85,84,94,93,36,77,3719,469,2291,70.0,180,CAM,H,L
383,Frank Lampard,93,Trophy Titans - ICON  Controlled,0,3,4,82,92,90,87,77,84,-132,512,2456,89.0,184,CM,H,M
384,Patrick Vieira,93,Trophy Titans - ICON  Lengthy,77K,3,4,85,82,84,87,92,93,899,523,2452,83.0,192,CM,M,H
385,Laurent Blanc,93,Trophy Titans - ICON  Lengthy,18.5K,2,3,82,71,73,82,94,90,1369,492,2331,82.0,192,CB,M,H
386,Raúl González Blanco,93,Trophy Titans - ICON  Controlled,270.35K,4,5,90,93,84,91,48,79,2769,485,2358,68.0,180,CF,H,M
387,Xavi Simons,93,TOTS  Explosive,25K,4,4,95,90,91,96,80,85,2071,537,2567,58.0,168,CAM,H,M
388,Rodrygo,93,TOTS  Explosive,32.25K,5,4,98,89,84,95,45,70,2752,481,2347,64.0,174,RW,M,M
389,Gabriel Jesus,93,TOTS  Explosive,19.25K,5,4,94,92,85,96,50,86,1317,503,2421,73.0,175,ST,H,H
390,Kingsley Coman,93,TOTS  Explosive,0,5,3,97,90,88,93,37,75,948,480,2306,75.0,179,LM,M,M
391,Bruno Guimarães,93,TOTS  Controlled,22K,3,3,85,85,92,93,90,92,2190,537,2548,74.0,182,CM,H,H
392,Bukayo Saka,93,TOTS  Explosive,27.5K,4,5,96,90,90,94,76,82,2780,528,2506,65.0,178,RW,H,M
393,Gabriel Martinelli,93,TOTS  Explosive,22.5K,4,4,98,87,86,96,68,87,2001,522,2457,75.0,178,LW,H,H
394,Karim Benzema,93,MOTM  Controlled,55K,4,4,83,92,85,89,41,81,202,471,2272,81.0,185,CF,M,M
395,Marco Reus,93,TOTS Moments SBC  Controlled,332.2K,4,5,95,90,90,93,65,83,3442,516,2482,71.0,180,LW,H,M
396,Julian Brandt,93,TOTS  Controlled,17.75K,4,4,86,90,93,96,60,80,483,505,2429,83.0,185,CM,H,M
397,Serge Gnabry,93,TOTS Moments  Controlled,211.6K,4,4,94,91,89,94,50,80,-766,498,2366,77.0,176,RM,H,M
398,Anderson Talisca,93,TOTS  Controlled,27.75K,5,4,91,95,90,95,64,87,1344,522,2520,80.0,190,CAM,H,L
399,Jules Koundé,93,TOTS  Controlled,19K,2,3,92,53,78,84,94,89,1188,490,2242,75.0,181,CB,H,H
400,Federico Valverde,93,TOTS  Controlled,19.75K,4,4,94,85,91,92,89,91,1331,542,2549,78.0,182,CM,H,H
401,Merino,93,TOTS  Controlled,21.25K,3,5,87,82,93,92,92,93,832,539,2545,83.0,189,CM,H,H
402,Álex Balde,93,TOTS  Explosive,29.25K,4,4,96,65,90,95,88,83,2093,517,2391,69.0,175,LB,H,H
403,Marcos Llorente,93,TOTS Moments  Controlled,15K,4,4,95,87,90,91,90,89,1384,542,2536,74.0,184,RM,H,M
404,Thiago Almada,93,TOTS  Explosive,20K,5,4,94,90,90,94,69,78,424,515,2482,62.0,171,CAM,H,M
405,Nuno Mendes,93,TOTS  Controlled,0,3,4,99,74,88,92,87,88,1071,528,2508,70.0,176,LWB,H,M
406,Brice Samba,93,TOTS  Lengthy,29K,1,3,89,95,95,94,73,90,158,536,945,79.0,186,GK,M,M
407,Jonathan Clauss,93,TOTS  Controlled,23.75K,4,4,98,83,89,91,87,88,1535,536,2528,69.0,178,RWB,H,H
408,Enner Valencia,93,TOTS  Controlled,27.5K,5,3,99,91,83,91,63,93,831,520,2486,74.0,177,ST,H,H
409,Gonzalo Montiel,93,ShowDown SBC  Controlled,72K,3,5,93,72,85,88,89,92,1088,519,2462,70.0,175,RB,H,H
410,Wojciech Szczesny,93,TOTS  Controlled,29.75K,1,3,94,90,80,95,56,94,461,509,980,90.0,195,GK,M,M
411,Ángel Di María,93,TOTS Moments  Explosive,15K,5,4,93,90,92,95,56,80,1877,506,2461,69.0,180,CF,H,M
412,Bremer,93,TOTS  Lengthy,17K,2,3,90,60,71,77,96,91,892,485,2242,82.0,188,CB,H,M
413,Taremi,93,TOTS  Controlled,17.75K,4,4,93,94,86,93,48,87,241,501,2352,83.0,186,ST,H,M
414,Federico Chiesa,93,TOTS Moments SBC  Controlled,575.2K,4,4,99,92,92,95,60,86,-1865,524,2466,70.0,175,LW,H,M
415,Roberto Firmino,93,Premium SBC  Controlled,510.1K,5,4,90,93,88,95,71,85,2824,522,2530,76.0,181,CF,H,H
416,Amahl Pellegrino,93,TOTS  Controlled,14K,4,4,99,94,90,94,63,82,223,522,2516,68.0,190,LW,H,M
417,Aleksandar Mitrovic,93,Shapeshifters Obj  Lengthy,0,3,4,89,65,82,84,92,95,654,507,2372,90.0,189,CB,M,H
418,Alexander Sørloth,93,Shapeshifters SBC  Lengthy,59.35K,3,5,90,74,85,86,94,94,951,523,2465,90.0,194,CB,M,H
419,Vanja Milinkovic-Savic,93,Shapeshifter Premium  Lengthy,140.9K,5,4,90,87,92,91,93,96,5109,549,2644,90.0,202,CM,M,H
420,Wilfried Zaha,93,Shapeshifter Premium  Controlled,16K,5,4,98,80,88,96,89,87,1879,538,2513,66.0,180,RB,H,H
421,Mattéo Guendouzi,93,Shapeshifters Obj  Controlled,0,5,5,90,76,87,86,93,93,907,525,2498,68.0,185,CB,M,H
422,Olivier Giroud,93,Shapeshifters  Lengthy,15K,4,4,88,80,80,86,93,96,991,523,2503,93.0,192,CB,M,H
